question,answer,instruction,answer_prefix
Jim pasa 2 horas mirando televisión y luego decide irse a la cama a leer durante la mitad de ese tiempo. Hace esto 3 veces a la semana. ¿Cuántas horas pasa mirando televisión y leyendo al cabo de 4 semanas?,36,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Hay cuatro escuelas compitiendo en un torneo de baloncesto. Cada escuela ha enviado un equipo de baloncesto femenino y un equipo de baloncesto masculino, y cada equipo está conformado por 5 jugadores. Además, cada escuela ha enviado un entrenador para cada equipo. En total, ¿cuántas personas han enviado todas las escuelas?",48,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Un cazador de tesoros encontró un cofre escondido lleno de gemas. Había 175 diamantes, 35 rubíes menos que los diamantes y dos veces la cantidad de esmeraldas que de rubíes. ¿Cuántas gemas había en el cofre?",595,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"En la escuela del Dr. Wertz, hay el doble de niños que de niñas. Si hay 60 niñas y 5 estudiantes para cada maestro, ¿cuántos maestros hay?",36,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Bailey comienza con una determinada cantidad de dinero. Luego, recibe una mesada semanal de $5 durante 8 semanas. Si al final de las 8 semanas tiene $100 en total, ¿con cuánto dinero comenzó Bailey?",60,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Judy da 5 clases de baile, cada día, entre semana y 8 clases el sábado. Si cada clase tiene 15 estudiantes y ella cobra $15.00 por estudiante, ¿cuántos dólares gana en 1 semana?",7425,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
Kelian tiene dos recetas para preparar platos: una tiene 20 instrucciones y la segunda tiene el doble de instrucciones que la primera. ¿Cuántas instrucciones tiene que leer Kelian para preparar los dos platos?,60,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Tommy está recaudando fondos para su organización benéfica vendiendo brownies a $3 la porción y tartas de queso a $4 la porción. Si Tommy vende 43 brownies y 23 porciones de tarta de queso, ¿cuánto dinero recauda?",221,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Shiela compró cinco teléfonos celulares a $150 cada uno, en 3 cuotas mensuales. Se le cargará un interés del 2 % a cada unidad. ¿Cuánto pagará Shiela cada mes durante 3 meses?",255,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Artie tiene un puesto de flores en el Mercado de Agricultores. Vende tres variedades de flores: caléndulas, petunias y begonias. Habitualmente vende las caléndulas a $2,74 por maceta, las petunias a $1,87 por maceta y las begonias a $2,12 por maceta. Artie hoy no tiene nada de cambio, por lo que ha decidido redondear todos los precios al dólar más cercano. Si Artie vende 12 macetas de caléndulas, 9 macetas de petunias y 17 macetas de begonias, ¿cuánto dinero obtendrá?",88,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Luke pasa el tiempo en la playa construyendo castillos de arena. Con el tiempo advierte que cada planta de un castillo de arena tendrá la mitad de la superficie en pies cuadrados que el nivel de abajo. Si construye un castillo de arena de 4 plantas, en el que la planta superior tiene una superficie de 16 pies cuadrados, ¿cuál será la superficie en pies cuadrados promedio de una planta?",60,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Cecilia acaba de comprar un cachorro nuevo. Según el veterinario, ella tiene que alimentar al cachorro con 1 taza de alimento para perros todos los días durante los primeros 180 días. Luego, tiene que alimentar al cachorro con 2 tazas de alimento para perros todos los días por el resto de su vida. Si una bolsa de alimento para perros contiene 110 tazas, ¿cuántas bolsas de alimento para perros usará Cecilia durante el primer año?",5,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Si Raymond lava la mitad de la ropa que Sarah, y Sarah lava 4 veces más de ropa que David, calcule la diferencia en la cantidad de ropa que lavan Raymond y David si Sarah lava 400 libras de ropa.",100,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Vincent puede comprar flores en ramos de 3 unidades por $2,50 o en ramos de 2 unidades por $1. ¿Cuánto dinero ahorra si compra 18 flores al mejor precio?",6,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"John adopta un perro. Lleva al perro al peluquero, que le cuesta $100. El peluquero le ofrece un 30 % de descuento por ser cliente nuevo. ¿Cuánto cuesta el servicio de peluquería?",70,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Dos niñas recibieron, cada una, 1/6 de los 24 litros de agua. Luego, un niño recibió 6 litros de agua. ¿Cuántos litros de agua sobraron?",10,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Charlie tenía 10 pegatinas. Compró 21 pegatinas en una tienda del centro comercial y le regalaron 23 pegatinas para su cumpleaños. Luego, Charlie le dio 9 de las pegatinas a su hermana y usó 28 para decorar una tarjeta de felicitación. ¿Cuántas pegatinas le quedan a Charlie?",17,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
Grace pesa 125 libras. Alex pesa 2 libras menos que 4 veces el peso de Grace. ¿Cuáles son sus pesos combinados en libras?,623,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
Dan planta 3 rosales. Cada rosal tiene 25 rosas. Cada rosa tiene 8 espinas. ¿Cuántas espinas hay en total?,600,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
Un equipo de fútbol americano jugó 22 partidos. Ganó 8 más de los que perdió. ¿Cuántos partidos ganó?,15,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Eugenio está cosiendo un edredón con camisetas viejas de recuerdo. Tiene una camiseta de cada vacación que ha tomado. Se va de vacaciones cuatro veces cada año. Comenzó esta tradición en el año en que cumplió 23 años y ha coleccionado camisetas de cada año hasta, pero sin incluir, el año actual en el que tiene 34. ¿Cuántos bloques de edredón tiene en total?",44,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Greg tiene una alarma programada para sonar tres veces al día como recordatorio. Cuando la alarma suena, sigue sonando hasta que Greg la apaga. La primera vez que sonó hoy, sonó cuatro veces. La segunda vez que sonó, sonó el triple de tiempo que la primera vez. La tercera vez, sonó la mitad de tiempo que la segunda vez. ¿Cuántas veces sonó la alarma en total?",22,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Una empresa ofrece a sus empleados un salario inicial de $600 por mes. La política de la empresa es recompensar a los empleados a largo plazo: después de completar cinco años de servicio, el salario de un empleado aumenta cada año. Este aumento anual es siempre una cantidad fija, calculada como el 10% de su salario anual inicial. Si Silvia acaba de completar su quinto año en la empresa, ¿cuál será su salario anual en dólares después de trabajar tres años adicionales?",9360,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"El primer disco de Marilyn vendió 10 veces más copias que el de Harald. Si juntos vendieron 88 000, ¿cuántas copias vendió Harald?",8000,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Cristina invitó a 16 amigos a su fiesta de cumpleaños. Ella espera que solo el 75% de ellos asista, por lo que está preparando una bolsa de regalo para cada invitado esperado. Si las bolsas de regalo cuestan 2 dólares cada una, ¿cuál será el costo total de las bolsas de regalo?",24,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Ted, el tiranosaurio, planeaba llevar una ensalada de papa al picnic de dinosaurios. Sabe que un dinosaurio adulto comerá 10 libras de ensalada de papa y un niño comerá la mitad que un adulto. Si en el picnic habrá 20 adultos y 5 niños, ¿cuántas libras de ensalada de papa debe llevar Ted al picnic si espera que alcance para todos?",225,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Jan tiene tres veces el número de mascotas que Marcia. Marcia tiene dos mascotas más que Cindy. Si Cindy tiene cuatro mascotas, ¿cuántas mascotas tienen en total las tres?",28,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Emily tiene 4 hijos llamados Amy, Jackson, Corey y James. Amy es 5 años mayor que Jackson y 2 años menor que Corey. Si James tiene 10 años y es 1 año menor que Corey, ¿cuántos años tiene Jackson?",4,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Lee solía correr los 400 metros con vallas dos segundos más rápido que Gerald. Pero Gerald cambió su dieta, lo que mejoró su velocidad en un 10%. Si Lee corre los 400 metros con vallas en 38 segundos, ¿qué tan rápido puede correr Gerald los 400 metros con vallas con su dieta mejorada, en segundos?",36,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"En un vecindario, la cantidad de conejos domésticos es doce menos que la cantidad combinada de perros y gatos. Si hay dos gatos por cada perro y la cantidad de perros es 60, ¿cuántos animales domésticos hay en total en el vecindario?",348,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"De los 200 alumnos de 5 grado, 2/5 son niños, y 2/3 de las niñas pertenencen al grupo de niñas exploradoras. ¿Cuántas niñas no están en el grupo de niñas exploradoras?",40,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
Harry durmió 9 horas anoche. Su amigo James durmió solo 2/3 de lo que durmió Harry. ¿Cuántas horas más que James durmió Harry?,3,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Cuando Freda prepara salsa con tomates enlatados, estos pierden la mitad de su volumen. Cada lata de tomates de 16 onzas que usa tiene tres tomates. En la última tanda de salsa de tomate, Freda preparó 32 onzas de salsa. ¿Cuántos tomates usó Freda?",12,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"En la autopista se formó una fila de autos. Algunos de los autos pasan en los primeros 15 minutos del embotellamiento, luego pasan 20 autos más en los 15 minutos restantes del embotellamiento. 5 autos de la fila toman una salida para no tener que atravesar el embotellamiento. Si originalmente había 30 autos en la autopista, ¿cuántos autos atravesaron el embotellamiento en los primeros 15 minutos?",5,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Mary es una ferviente jardinera. Ayer, recibió 18 nuevas plantas de maceta de su vivero favorito. Ya tiene 2 plantas de maceta en cada una de las 40 repisas de las ventanas de su gran casa de campo. Como es generosa, ha decidido que mañana dará 1 planta de maceta de cada repisa a amigos y familiares. ¿Cuántas plantas de maceta le quedarán a Mary?",58,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Jerónimo tenía 4 amigos que vinieron a visitarlo un día determinado. El primer amigo tocó el timbre 20 veces antes de que Jerónimo abriera, el segundo amigo tocó el timbre el 125% del número de veces que lo hizo el primer amigo de Jerónimo. El tercer amigo tocó el timbre 10 veces más que el cuarto amigo. Si el cuarto amigo tocó el timbre 60 veces, ¿cuántas veces sonó el timbre en total?",175,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Solo tiene que leer 4 páginas del libro de ciencias, 20 páginas del libro de ciencias sociales, 7 páginas del libro de historia y 8 páginas del libro de geografía. Solo leyó 15 páginas el lunes. Si tiene 4 días más para completar toda la lectura, ¿cuántas páginas debe leer, en promedio, en un día?",6,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"A John le gusta tomar un vaso de agua con el desayuno, el almuerzo y la cena. Por último, también toma uno antes de irse a la cama. John hace esto todos los días de la semana, pero los fines de semana, le gusta relajarse y tomar un refresco con la cena. ¿Cuántos vasos de agua bebe John en una semana?",26,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Un banco de niebla ingresa desde el océano para cubrir una ciudad. Le lleva 10 minutos cubrir 3 millas de la ciudad. Si la ciudad se extiende 42 millas desde la orilla del mar hasta el margen interior opuesto, ¿cuántos minutos tardará el banco de niebla en cubrir toda la ciudad?",140,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Poppy está armando un rompecabezas de 1000 piezas. Coloca una cuarta parte de las piezas en el tablero, luego su madre coloca un tercio de las piezas restantes. ¿Cuántas piezas del rompecabezas faltan colocar?",500,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Cody come tres veces más galletas que Amir. Si Amir come 5 galletas, ¿cuántas galletas comen entre los dos juntos?",20,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
John tiene 3 cajas. Cada caja tiene 5 pulgadas por 6 pulgadas por 4 pulgadas. Las paredes tienen 1 pulgada de espesor. ¿Cuál es el volumen interior total de las 3 cajas?,72,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Todas las noches, Frankie mira televisión después de terminar su tarea. El lunes y el martes, miró un episodio de 1 hora de su programa favorito cada noche. El miércoles, miró algunos episodios de un programa de 30 minutos. El jueves, terminó la tarea temprano y miró un episodio de 1 hora y un programa de 30 minutos. El viernes, se quedó despierto hasta tarde por el finde semana y miró dos episodios de 1 hora. Si miró 7 horas de televisión en total, ¿cuántos episodios de 30 minutos vio el miércoles?",3,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Henry está preparando galletas para una competencia local de repostería. Quiere hacer dos veces más que las que hizo el año pasado. Cuando termina de hornear, se da cuenta de que en realidad horneó 15 galletas más de las que quería. Cuando las pone a enfriar, descarta 5 de las galletas y ahora tiene un total de 110 galletas. ¿Cuántas galletas horneó Henry el año pasado?",50,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Una estación de gasolina local vende gasolina a $3,00 el galón. Una empresa de aplicaciones ofrece un reintegro de $0,20 por galón si se carga en esta estación. Si alguien compra 10 galones de gasolina, ¿cuánto le costará la gasolina después de las bonificaciones de reintegros?",28,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Marcel y Beatrice están haciendo una competencia para ver quién puede comer la mayor cantidad de rollitos de fruta, por lo que desenrollan todos los que pueden encontrar. Lamentablemente, alguno comete un error y Beatrice estaba a dos rollitos de ancho y 24 rollitos de largo, mientras que Marcell estaba a 3 rollitos de ancho y 14 rollitos de ancho. Si ambos comieron su cantidad completa, ¿cuántos comieron en promedio?",45,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
El bote de Julia comenzó a tener filtraciones mientras estaba en el lago. Entraban dos litros de agua por cada diez pies que remaba hacia la orilla. Le llevó dieciséis segundos remar veinte pies. La orilla estaba a 64 segundos de distancia. ¿Cuánta agua tenía el bote cuando Julia llegó a la orilla?,16,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Un aula tiene una pizarra que comparten entre los 4 maestros que se turnan para usar el aula. Cada maestro tiene 2 clases al día y, en cada clase, usa la pizarra. Si la pizarra se limpia 3 veces por clase, ¿cuántas veces se limpia en un día?",24,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
Ryan planta 2 flores por día en su jardín. ¿Cuántas flores tiene después de 15 días si 5 no crecieron?,25,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"El teléfono de Jamal puede guardar 6 veces más fotografías que el teléfono de Brittany. La cantidad máxima de fotografías que puede guardar el teléfono de Brittany es 50 veces más que la cantidad de aves que hay en la fotografía que Jamal tomó de los patos en el zoológico. Si el teléfono de Jamal puede guardar 1800 fotografías, ¿cuántos patos se pueden ver en la fotografía que Jamal tomó de los patos en el zoológico?",6,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Sasha se da cuenta de que los precios de la madera subieron un 50 % en los últimos meses después de comprar algunos trozos de madera. Como tiene sobras, decide venderlas. Le sobran diez tablas de 2 x 4 x 10 que le cuestan $10 cada una. También tiene cinco tablas de 4 x 4 x 10 que compró a $16 cada una. ¿Cuánto gana si vende todas?",90,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Katy prepara café usando cucharaditas de azúcar y tazas de agua en una proporción de 7:13. Calcule la cantidad de cucharaditas de azúcar que usó, si puso un total de 120 cucharaditas de azúcar y tazas de agua.",42,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
John compra 2 pares de zapatos para cada uno de sus 3 hijos. Cada uno cuesta $60. ¿Cuánto pagó?,360,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Un oficial de aduana en el puerto principal del despacho de aduana costero contó 2 contenedores de vehículos importados, cada uno con 5 vehículos en su interior. Al día siguiente, trajeron más contenedores, y la cantidad total de vehículos en el puerto pasó a ser 30. Calcule la cantidad de contenedores que se importaron el segundo día, suponiendo que todos los contenedores tengan 5 vehículos.",4,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"El salario total de Lylah era un 30 por ciento más bajo que el de Adrien. Cuatro años después, el salario de Adrien había aumentado, y ganaba un 40% más de lo que ganaba hace cuatro años. Si el salario de Adrien y el de Lylah aumentaron simultáneamente, y Adrien ganaba 40000 dólares hace cuatro años, ¿cuál era el salario total en dólares que los dos recibían cuatro años después?",95200,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Miguel usa 2 cuadernos a la semana para sus dibujos. Si un cuaderno tiene 30 hojas, ¿cuántas hojas usa cada mes?",240,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"A Morisette y a Kael se les pidió que trajeran frutas. Morisette trajo 5 manzanas y 8 naranjas, mientras que Kael trajo el doble de manzanas y la mitad de naranjas que Morisette. ¿Cuántas frutas tienen en total?",27,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Sadie durmió 8 horas el lunes. Durante los dos días siguientes, durmió 2 horas menos, cada día, porque tenía que completar algunas tareas. Si el resto de la semana durmió 1 hora más que esos dos días, ¿cuántas horas durmió en total durante toda la semana?",48,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Rosie puede correr 10 millas por hora durante 3 horas. Después de eso, corre 5 millas por hora. ¿Cuántas millas puede correr en 7 horas?",50,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Jennie está colaborando en la oficina de su madre. Tiene una pila de 60 cartas que necesitan estampillas y una pila de cartas que ya tienen estampillas. Le coloca estampillas a un tercio de las cartas que necesitan estampillas. Si ahora hay 30 cartas en la pila de cartas que ya tienen estampillas, ¿cuántas había en esa pila cuando Jennie comenzó?",10,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Julia estaba preparando una cena en su casa en la que pensaba servir estofado. Se dio cuenta de que no tenía cucharas de plástico, entonces compró un nuevo paquete de cucharas. Después, su marido también compró un paquete de 5 cucharas nuevas y se lo dio a Julia. Mientras Julia preparaba el estofado, usó tres de las cucharas para probar el estofado. Más tarde, cuando fue a poner la mesa, tenía un total de 12 cucharas. ¿Cuántas cucharas había en el paquete que compró Julia?",10,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
Dylan necesita salchichas de pollo y salchichas de pescado para preparar bollitos de salchichas para una fiesta. Compró 38 salchichas de pollo y 6 salchichas de pescado más que de pollo. ¿Cuántas salchichas compró Dylan en total?,82,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Después de cambiarse a una escuela nueva, Amy hizo 20 amigos más que Lily. Si Lily hizo 50 amigos, ¿cuántos amigos tienen Lily y Amy juntas?",120,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"La madre de Well vende sandías, pimientos y naranjas en la tienda local. Una sandía cuesta tres veces lo que cuesta cada pimiento. Una naranja cuesta 5 menos que lo que cuesta una sandía. Dillon es enviado a la tienda a comprar 4 sandías, 20 pimientos y 10 naranjas. ¿Cuál es la cantidad total de dinero que gastará si cada pimiento cuesta $15?",880,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
